Vehicle_ID,Frame_ID,Local_X,Local_Y,v_Vel
1169,376,-22.8632,9.60272,6.55947
1169,377,-22.7238,9.13416,6.53053
1169,378,-22.5922,8.8935,6.50195
1169,379,-22.5922,8.8935,6.50195
1169,380,-22.4629,8.64936,6.47379
1169,381,-22.2096,8.15432,6.41902
1169,382,-22.0854,7.90393,6.39249
1169,383,-21.9624,7.65262,6.36654
1169,384,-21.7179,7.15291,6.31641
1169,385,-21.5956,6.90678,6.29218
1169,386,-21.4729,6.66419,6.26844
1169,387,-21.3496,6.42546,6.24515
1169,388,-21.2259,6.19055,6.22225
1169,389,-20.9783,5.72756,6.17731
1169,390,-20.8557,5.49498,6.15513
1169,391,-20.7339,5.26162,6.13305
1169,392,-20.6125,5.02759,6.111
1169,393,-20.3708,4.55803,6.06677
1169,394,-20.2503,4.32261,6.04448
1169,395,-20.1289,4.09094,6.02203
1169,396,-20.0067,3.86293,5.9994
1169,397,-19.8842,3.6369,5.97657
1169,398,-19.6401,3.18417,5.93032
1169,399,-19.6401,3.18417,5.93032
1169,400,-19.5192,2.95468,5.90693
1169,401,-19.3995,2.72185,5.88338
1169,402,-19.1629,2.24948,5.83596
1169,403,-19.0457,2.0118,5.81217
1169,404,-18.8139,1.53187,5.7646
1169,405,-18.6992,1.28977,5.74091
1169,406,-18.5851,1.04666,5.71734
1169,407,-18.4716,0.803168,5.69392
1169,408,-18.3586,0.559948,5.67069
1169,409,-18.2462,0.313713,5.64767
1169,410,-18.1343,0.064847,5.62488
1169,411,-17.9113,-0.433791,5.58006
1169,412,-17.8001,-0.680489,5.55803
1169,413,-17.6889,-0.924004,5.53627
1169,414,-17.578,-1.16372,5.51475
1169,415,-17.4675,-1.39985,5.49347
1169,416,-17.248,-1.86281,5.45153
1169,417,-17.1393,-2.09077,5.43083
1169,418,-17.0312,-2.31749,5.41028
1169,419,-17.0312,-2.31749,5.41028
1169,420,-16.9238,-2.54401,5.38984
1169,421,-16.7109,-2.9999,5.34922
1169,422,-16.6057,-3.22768,5.32898
1169,423,-16.3978,-3.68577,5.28853
1169,424,-16.2946,-3.91855,5.2683
1169,425,-16.1915,-4.15486,5.24804
1169,426,-16.0884,-4.39483,5.22775
1169,427,-15.9851,-4.63828,5.20743
1169,428,-15.8814,-4.8846,5.18708
1169,429,-15.6732,-5.3827,5.14631
1169,430,-15.5689,-5.63259,5.12592
1169,431,-15.4647,-5.88192,5.10554
1169,432,-15.3608,-6.12991,5.08518
1169,433,-15.1545,-6.61965,5.04461
1169,434,-15.0489,-6.86306,5.02444
1169,435,-14.9457,-7.10508,5.00436
1169,436,-14.8427,-7.346,5.04733
1169,437,-14.7379,-7.58578,5.12198
1169,438,-14.6323,-7.82407,5.14319
1169,439,-14.5302,-7.82385,5.09306
